HBA,HBD,T(K),Density (kg/m3),rate_HBA,rate_HBD,HBA_SMILES,HBD_SMILES,Split
Tetrabutylammonium chloride,Glycerol,313.15,1016.9999999999999,1,4,[Cl-].CCCC[N+](CCCC)(CCCC)CCCC,OCC(O)CO,Train
Tetrabutylammonium chloride,Glycerol,323.15,1010.0,1,4,[Cl-].CCCC[N+](CCCC)(CCCC)CCCC,OCC(O)CO,Train
Tetrabutylammonium chloride,Glycerol,333.15,1004.0,1,4,[Cl-].CCCC[N+](CCCC)(CCCC)CCCC,OCC(O)CO,Train
Tetrabutylammonium chloride,Glycerol,343.15,997.0,1,4,[Cl-].CCCC[N+](CCCC)(CCCC)CCCC,OCC(O)CO,Train
Tetrabutylammonium chloride,Glycerol,353.15,991.0,1,4,[Cl-].CCCC[N+](CCCC)(CCCC)CCCC,OCC(O)CO,Train
Tetrabutylammonium chloride,Glycerol,293.15,1040.0,1,5,[Cl-].CCCC[N+](CCCC)(CCCC)CCCC,OCC(O)CO,Test
Tetrabutylammonium chloride,Glycerol,303.15,1034.0,1,5,[Cl-].CCCC[N+](CCCC)(CCCC)CCCC,OCC(O)CO,Train
Tetrabutylammonium chloride,Glycerol,313.15,1027.0,1,5,[Cl-].CCCC[N+](CCCC)(CCCC)CCCC,OCC(O)CO,Train
Tetrabutylammonium chloride,Glycerol,323.15,1020.0,1,5,[Cl-].CCCC[N+](CCCC)(CCCC)CCCC,OCC(O)CO,Test
Tetrabutylammonium chloride,Glycerol,333.15,1014.0,1,5,[Cl-].CCCC[N+](CCCC)(CCCC)CCCC,OCC(O)CO,Test
Tetrabutylammonium chloride,Glycerol,343.15,1006.9999999999999,1,5,[Cl-].CCCC[N+](CCCC)(CCCC)CCCC,OCC(O)CO,Test
Tetrabutylammonium chloride,Glycerol,353.15,1000.0,1,5,[Cl-].CCCC[N+](CCCC)(CCCC)CCCC,OCC(O)CO,Test
Tetrabutylammonium chloride,phenylacetic acid,288.15,1046.8,1,2,[Cl-].CCCC[N+](CCCC)(CCCC)CCCC,OC(=O)Cc1ccccc1,Train
Tetrabutylammonium chloride,phenylacetic acid,293.15,1043.6000000000001,1,2,[Cl-].CCCC[N+](CCCC)(CCCC)CCCC,OC(=O)Cc1ccccc1,Train
Tetrabutylammonium chloride,phenylacetic acid,298.15,1040.4,1,2,[Cl-].CCCC[N+](CCCC)(CCCC)CCCC,OC(=O)Cc1ccccc1,Train
Tetrabutylammonium chloride,phenylacetic acid,303.15,1037.1,1,2,[Cl-].CCCC[N+](CCCC)(CCCC)CCCC,OC(=O)Cc1ccccc1,Train
Tetrabutylammonium chloride,phenylacetic acid,308.15,1033.9,1,2,[Cl-].CCCC[N+](CCCC)(CCCC)CCCC,OC(=O)Cc1ccccc1,Train
Tetrabutylammonium chloride,phenylacetic acid,313.15,1030.6,1,2,[Cl-].CCCC[N+](CCCC)(CCCC)CCCC,OC(=O)Cc1ccccc1,Train
Tetrabutylammonium chloride,phenylacetic acid,318.15,1027.3000000000002,1,2,[Cl-].CCCC[N+](CCCC)(CCCC)CCCC,OC(=O)Cc1ccccc1,Train
Tetrabutylammonium chloride,phenylacetic acid,323.15,1024.0,1,2,[Cl-].CCCC[N+](CCCC)(CCCC)CCCC,OC(=O)Cc1ccccc1,Train
Tetrabutylammonium chloride,phenylacetic acid,328.15,1020.6999999999999,1,2,[Cl-].CCCC[N+](CCCC)(CCCC)CCCC,OC(=O)Cc1ccccc1,Train
Tetrabutylammonium chloride,phenylacetic acid,333.15,1017.6,1,2,[Cl-].CCCC[N+](CCCC)(CCCC)CCCC,OC(=O)Cc1ccccc1,Train
Tetrabutylammonium chloride,phenylacetic acid,338.15,1014.3,1,2,[Cl-].CCCC[N+](CCCC)(CCCC)CCCC,OC(=O)Cc1ccccc1,Train
Tetrabutylammonium chloride,Propionic acid,288.15,972.4000000000001,1,2,[Cl-].CCCC[N+](CCCC)(CCCC)CCCC,CCC(O)=O,Train
Tetrabutylammonium chloride,Propionic acid,293.15,969.1999999999999,1,2,[Cl-].CCCC[N+](CCCC)(CCCC)CCCC,CCC(O)=O,Test
Tetrabutylammonium chloride,Propionic acid,298.15,965.9,1,2,[Cl-].CCCC[N+](CCCC)(CCCC)CCCC,CCC(O)=O,Train
Tetrabutylammonium chloride,Propionic acid,303.15,962.7,1,2,[Cl-].CCCC[N+](CCCC)(CCCC)CCCC,CCC(O)=O,Train
Tetrabutylammonium chloride,Propionic acid,308.15,959.4,1,2,[Cl-].CCCC[N+](CCCC)(CCCC)CCCC,CCC(O)=O,Train
Tetrabutylammonium chloride,Propionic acid,313.15,956.0999999999999,1,2,[Cl-].CCCC[N+](CCCC)(CCCC)CCCC,CCC(O)=O,Test
Tetrabutylammonium chloride,Propionic acid,318.15,952.8,1,2,[Cl-].CCCC[N+](CCCC)(CCCC)CCCC,CCC(O)=O,Train
Tetrabutylammonium chloride,Propionic acid,323.15,949.5,1,2,[Cl-].CCCC[N+](CCCC)(CCCC)CCCC,CCC(O)=O,Train
Tetrabutylammonium chloride,Propionic acid,328.15,946.3000000000001,1,2,[Cl-].CCCC[N+](CCCC)(CCCC)CCCC,CCC(O)=O,Train
Tetrabutylammonium chloride,Propionic acid,333.15,943.0,1,2,[Cl-].CCCC[N+](CCCC)(CCCC)CCCC,CCC(O)=O,Train
Tetrabutylammonium chloride,Propionic acid,338.15,939.6999999999999,1,2,[Cl-].CCCC[N+](CCCC)(CCCC)CCCC,CCC(O)=O,Test
Tetrabutylammonium chloride,Triethylene glycol,293.15,1027.0,1,1,[Cl-].CCCC[N+](CCCC)(CCCC)CCCC,OCCOCCOCCO,Train
Tetrabutylammonium chloride,Triethylene glycol,303.15,1020.9999999999999,1,1,[Cl-].CCCC[N+](CCCC)(CCCC)CCCC,OCCOCCOCCO,Train
Tetrabutylammonium chloride,Triethylene glycol,313.15,1014.9999999999999,1,1,[Cl-].CCCC[N+](CCCC)(CCCC)CCCC,OCCOCCOCCO,Test
Tetrabutylammonium chloride,Triethylene glycol,323.15,1008.9999999999999,1,1,[Cl-].CCCC[N+](CCCC)(CCCC)CCCC,OCCOCCOCCO,Test
Tetrabutylammonium chloride,Triethylene glycol,333.15,1002.9999999999999,1,1,[Cl-].CCCC[N+](CCCC)(CCCC)CCCC,OCCOCCOCCO,Train
Tetrabutylammonium chloride,Triethylene glycol,343.15,997.0,1,1,[Cl-].CCCC[N+](CCCC)(CCCC)CCCC,OCCOCCOCCO,Test
Tetrabutylammonium chloride,Triethylene glycol,353.15,991.0,1,1,[Cl-].CCCC[N+](CCCC)(CCCC)CCCC,OCCOCCOCCO,Train
Tetrabutylammonium chloride,Triethylene glycol,293.15,1006.9999999999999,2,1,[Cl-].CCCC[N+](CCCC)(CCCC)CCCC,OCCOCCOCCO,Train
Tetrabutylammonium chloride,Triethylene glycol,303.15,1000.9999999999999,2,1,[Cl-].CCCC[N+](CCCC)(CCCC)CCCC,OCCOCCOCCO,Train
Tetrabutylammonium chloride,Triethylene glycol,313.15,995.0,2,1,[Cl-].CCCC[N+](CCCC)(CCCC)CCCC,OCCOCCOCCO,Train
Tetrabutylammonium chloride,Triethylene glycol,323.15,989.0,2,1,[Cl-].CCCC[N+](CCCC)(CCCC)CCCC,OCCOCCOCCO,Train
Tetrabutylammonium chloride,Triethylene glycol,333.15,983.0,2,1,[Cl-].CCCC[N+](CCCC)(CCCC)CCCC,OCCOCCOCCO,Test
Tetrabutylammonium chloride,Triethylene glycol,343.15,976.0,2,1,[Cl-].CCCC[N+](CCCC)(CCCC)CCCC,OCCOCCOCCO,Test
Tetrabutylammonium chloride,Triethylene glycol,353.15,970.0,2,1,[Cl-].CCCC[N+](CCCC)(CCCC)CCCC,OCCOCCOCCO,Train
Tetrabutylammonium chloride,Triethylene glycol,293.15,996.0,3,1,[Cl-].CCCC[N+](CCCC)(CCCC)CCCC,OCCOCCOCCO,Test
Tetrabutylammonium chloride,Triethylene glycol,303.15,990.0,3,1,[Cl-].CCCC[N+](CCCC)(CCCC)CCCC,OCCOCCOCCO,Train
Tetrabutylammonium chloride,Triethylene glycol,313.15,984.0,3,1,[Cl-].CCCC[N+](CCCC)(CCCC)CCCC,OCCOCCOCCO,Train
Tetrabutylammonium chloride,Triethylene glycol,323.15,978.0,3,1,[Cl-].CCCC[N+](CCCC)(CCCC)CCCC,OCCOCCOCCO,Train
Tetrabutylammonium chloride,Triethylene glycol,333.15,972.0,3,1,[Cl-].CCCC[N+](CCCC)(CCCC)CCCC,OCCOCCOCCO,Train
Tetrabutylammonium chloride,Triethylene glycol,343.15,966.0,3,1,[Cl-].CCCC[N+](CCCC)(CCCC)CCCC,OCCOCCOCCO,Test
Tetrabutylammonium chloride,Triethylene glycol,353.15,960.0,3,1,[Cl-].CCCC[N+](CCCC)(CCCC)CCCC,OCCOCCOCCO,Test
Tetrabutylammonium chloride,Triethylene glycol,293.15,990.0,4,1,[Cl-].CCCC[N+](CCCC)(CCCC)CCCC,OCCOCCOCCO,Train
Tetrabutylammonium chloride,Triethylene glycol,303.15,985.0,4,1,[Cl-].CCCC[N+](CCCC)(CCCC)CCCC,OCCOCCOCCO,Train
Tetrabutylammonium chloride,Triethylene glycol,313.15,980.0,4,1,[Cl-].CCCC[N+](CCCC)(CCCC)CCCC,OCCOCCOCCO,Train
Tetrabutylammonium chloride,Triethylene glycol,323.15,973.0,4,1,[Cl-].CCCC[N+](CCCC)(CCCC)CCCC,OCCOCCOCCO,Train
Tetrabutylammonium chloride,Triethylene glycol,333.15,968.0,4,1,[Cl-].CCCC[N+](CCCC)(CCCC)CCCC,OCCOCCOCCO,Test
Tetrabutylammonium chloride,Triethylene glycol,343.15,961.0,4,1,[Cl-].CCCC[N+](CCCC)(CCCC)CCCC,OCCOCCOCCO,Train
Tetrabutylammonium chloride,Triethylene glycol,353.15,955.0,4,1,[Cl-].CCCC[N+](CCCC)(CCCC)CCCC,OCCOCCOCCO,Train
Tetraethylammonium chloride,Levulinic acid,293.15,1097.3999999999999,1,1,[Cl-].CC[N+](CC)(CC)CC,CC(=O)CCC(O)=O,Train
Tetraethylammonium chloride,Levulinic acid,298.15,1093.9,1,1,[Cl-].CC[N+](CC)(CC)CC,CC(=O)CCC(O)=O,Train
Tetraethylammonium chloride,Levulinic acid,303.15,1090.3,1,1,[Cl-].CC[N+](CC)(CC)CC,CC(=O)CCC(O)=O,Train
Tetraethylammonium chloride,Levulinic acid,308.15,1086.6,1,1,[Cl-].CC[N+](CC)(CC)CC,CC(=O)CCC(O)=O,Train
Tetraethylammonium chloride,Levulinic acid,313.15,1083.3,1,1,[Cl-].CC[N+](CC)(CC)CC,CC(=O)CCC(O)=O,Train
Tetraethylammonium chloride,Levulinic acid,318.15,1079.7,1,1,[Cl-].CC[N+](CC)(CC)CC,CC(=O)CCC(O)=O,Train
Tetraethylammonium chloride,Levulinic acid,323.15,1076.1000000000001,1,1,[Cl-].CC[N+](CC)(CC)CC,CC(=O)CCC(O)=O,Test
Tetraethylammonium chloride,Levulinic acid,328.15,1073.5,1,1,[Cl-].CC[N+](CC)(CC)CC,CC(=O)CCC(O)=O,Train
Tetraethylammonium chloride,Levulinic acid,333.15,1069.1999999999998,1,1,[Cl-].CC[N+](CC)(CC)CC,CC(=O)CCC(O)=O,Train
Tetraethylammonium chloride,Levulinic acid,338.15,1065.7,1,1,[Cl-].CC[N+](CC)(CC)CC,CC(=O)CCC(O)=O,Test
Tetraethylammonium chloride,Levulinic acid,343.15,1062.3,1,1,[Cl-].CC[N+](CC)(CC)CC,CC(=O)CCC(O)=O,Train
Tetraethylammonium bromide,Levulinic acid,293.15,1177.4,1,1,[Br-].CC[N+](CC)(CC)CC,CC(=O)CCC(O)=O,Test
Tetraethylammonium bromide,Levulinic acid,298.15,1173.6,1,1,[Br-].CC[N+](CC)(CC)CC,CC(=O)CCC(O)=O,Train
Tetraethylammonium bromide,Levulinic acid,303.15,1168.5,1,1,[Br-].CC[N+](CC)(CC)CC,CC(=O)CCC(O)=O,Train
Tetraethylammonium bromide,Levulinic acid,308.15,1166.0,1,1,[Br-].CC[N+](CC)(CC)CC,CC(=O)CCC(O)=O,Train
Tetraethylammonium bromide,Levulinic acid,313.15,1162.1999999999998,1,1,[Br-].CC[N+](CC)(CC)CC,CC(=O)CCC(O)=O,Train
Tetraethylammonium bromide,Levulinic acid,318.15,1158.4,1,1,[Br-].CC[N+](CC)(CC)CC,CC(=O)CCC(O)=O,Train
Tetraethylammonium bromide,Levulinic acid,323.15,1154.6000000000001,1,1,[Br-].CC[N+](CC)(CC)CC,CC(=O)CCC(O)=O,Train
Tetraethylammonium bromide,Levulinic acid,328.15,1151.2,1,1,[Br-].CC[N+](CC)(CC)CC,CC(=O)CCC(O)=O,Train
Tetraethylammonium bromide,Levulinic acid,333.15,1147.3999999999999,1,1,[Br-].CC[N+](CC)(CC)CC,CC(=O)CCC(O)=O,Train
Tetraethylammonium bromide,Levulinic acid,338.15,1143.5,1,1,[Br-].CC[N+](CC)(CC)CC,CC(=O)CCC(O)=O,Train
Tetraethylammonium bromide,Levulinic acid,343.15,1139.7,1,1,[Br-].CC[N+](CC)(CC)CC,CC(=O)CCC(O)=O,Test
Tetrahexylammonium bromide,Ethylene glycol,293.15,1007.8000000000001,1,2,[Br-].CCCCCC[N+](CCCCCC)(CCCCCC)CCCCCC,OCCO,Test
Tetrahexylammonium bromide,Ethylene glycol,298.15,1004.5,1,2,[Br-].CCCCCC[N+](CCCCCC)(CCCCCC)CCCCCC,OCCO,Test
Tetrahexylammonium bromide,Ethylene glycol,303.15,1001.3000000000001,1,2,[Br-].CCCCCC[N+](CCCCCC)(CCCCCC)CCCCCC,OCCO,Train
Tetrahexylammonium bromide,Ethylene glycol,308.15,998.3,1,2,[Br-].CCCCCC[N+](CCCCCC)(CCCCCC)CCCCCC,OCCO,Train
Tetrahexylammonium bromide,Ethylene glycol,313.15,995.1,1,2,[Br-].CCCCCC[N+](CCCCCC)(CCCCCC)CCCCCC,OCCO,Train
Tetrahexylammonium bromide,Ethylene glycol,318.15,991.9,1,2,[Br-].CCCCCC[N+](CCCCCC)(CCCCCC)CCCCCC,OCCO,Train
Tetrahexylammonium bromide,Ethylene glycol,323.15,988.6,1,2,[Br-].CCCCCC[N+](CCCCCC)(CCCCCC)CCCCCC,OCCO,Train
Tetrahexylammonium bromide,Ethylene glycol,328.15,985.4000000000001,1,2,[Br-].CCCCCC[N+](CCCCCC)(CCCCCC)CCCCCC,OCCO,Train
Tetrahexylammonium bromide,Ethylene glycol,333.15,982.1999999999999,1,2,[Br-].CCCCCC[N+](CCCCCC)(CCCCCC)CCCCCC,OCCO,Train
Tetrahexylammonium bromide,Ethylene glycol,338.15,978.9,1,2,[Br-].CCCCCC[N+](CCCCCC)(CCCCCC)CCCCCC,OCCO,Train
Tetrahexylammonium bromide,Ethylene glycol,343.15,975.7,1,2,[Br-].CCCCCC[N+](CCCCCC)(CCCCCC)CCCCCC,OCCO,Train
Tetrahexylammonium bromide,Glycerol,293.15,1045.8,1,2,[Br-].CCCCCC[N+](CCCCCC)(CCCCCC)CCCCCC,OCC(O)CO,Train
Tetrahexylammonium bromide,Glycerol,298.15,1042.6,1,2,[Br-].CCCCCC[N+](CCCCCC)(CCCCCC)CCCCCC,OCC(O)CO,Train
Tetrahexylammonium bromide,Glycerol,303.15,1039.3,1,2,[Br-].CCCCCC[N+](CCCCCC)(CCCCCC)CCCCCC,OCC(O)CO,Test
Tetrahexylammonium bromide,Glycerol,308.15,1036.0,1,2,[Br-].CCCCCC[N+](CCCCCC)(CCCCCC)CCCCCC,OCC(O)CO,Train
Tetrahexylammonium bromide,Glycerol,313.15,1032.7,1,2,[Br-].CCCCCC[N+](CCCCCC)(CCCCCC)CCCCCC,OCC(O)CO,Train
Tetrahexylammonium bromide,Glycerol,318.15,1029.5,1,2,[Br-].CCCCCC[N+](CCCCCC)(CCCCCC)CCCCCC,OCC(O)CO,Train
Tetrahexylammonium bromide,Glycerol,323.15,1026.3,1,2,[Br-].CCCCCC[N+](CCCCCC)(CCCCCC)CCCCCC,OCC(O)CO,Train
Tetrahexylammonium bromide,Glycerol,328.15,1023.0999999999999,1,2,[Br-].CCCCCC[N+](CCCCCC)(CCCCCC)CCCCCC,OCC(O)CO,Train
Tetrahexylammonium bromide,Glycerol,333.15,1020.0,1,2,[Br-].CCCCCC[N+](CCCCCC)(CCCCCC)CCCCCC,OCC(O)CO,Train
Tetrahexylammonium bromide,Glycerol,338.15,1016.8,1,2,[Br-].CCCCCC[N+](CCCCCC)(CCCCCC)CCCCCC,OCC(O)CO,Train
Tetrahexylammonium bromide,Glycerol,343.15,1013.7,1,2,[Br-].CCCCCC[N+](CCCCCC)(CCCCCC)CCCCCC,OCC(O)CO,Train
Betaine,2-Chloro benzoic acid,338.15,1290.0,1,2,C[N+](C)(C)CC([O-])=O,OC(=O)c1ccccc1Cl,Train
Betaine,2-Chloro benzoic acid,348.15,1270.0,1,2,C[N+](C)(C)CC([O-])=O,OC(=O)c1ccccc1Cl,Train
Betaine,2-Chloro benzoic acid,363.15,1250.0,1,2,C[N+](C)(C)CC([O-])=O,OC(=O)c1ccccc1Cl,Test
Betaine,2-Chloro benzoic acid,373.15,1240.0,1,2,C[N+](C)(C)CC([O-])=O,OC(=O)c1ccccc1Cl,Train
Betaine,2-Chloro benzoic acid,338.15,1270.0,1,2,C[N+](C)(C)CC([O-])=O,OC(=O)c1ccccc1Cl,Train
Betaine,2-Chloro benzoic acid,348.15,1250.0,1,2,C[N+](C)(C)CC([O-])=O,OC(=O)c1ccccc1Cl,Test
Betaine,2-Chloro benzoic acid,363.15,1230.0,1,2,C[N+](C)(C)CC([O-])=O,OC(=O)c1ccccc1Cl,Train
Betaine,2-Chloro benzoic acid,373.15,1220.0,1,2,C[N+](C)(C)CC([O-])=O,OC(=O)c1ccccc1Cl,Train
Betaine,Benzoic acid,353.15,1180.0,1,2,C[N+](C)(C)CC([O-])=O,OC(=O)c1ccccc1,Train
Betaine,Benzoic acid,363.15,1170.0,1,2,C[N+](C)(C)CC([O-])=O,OC(=O)c1ccccc1,Train
Betaine,Benzoic acid,373.15,1150.0,1,2,C[N+](C)(C)CC([O-])=O,OC(=O)c1ccccc1,Test
Betaine,Mandelic acid,298.15,1220.0,1,2,C[N+](C)(C)CC([O-])=O,OC(C(O)=O)c1ccccc1,Train
Betaine,Mandelic acid,323.15,1210.0,1,2,C[N+](C)(C)CC([O-])=O,OC(C(O)=O)c1ccccc1,Test
Betaine,Mandelic acid,333.15,1200.0,1,2,C[N+](C)(C)CC([O-])=O,OC(C(O)=O)c1ccccc1,Train
Betaine,Mandelic acid,348.15,1190.0,1,2,C[N+](C)(C)CC([O-])=O,OC(C(O)=O)c1ccccc1,Train
Betaine,Mandelic acid,363.15,1180.0,1,2,C[N+](C)(C)CC([O-])=O,OC(C(O)=O)c1ccccc1,Train
Betaine,Phenylacetic acid,298.15,1160.0,1,2,C[N+](C)(C)CC([O-])=O,OC(=O)Cc1ccccc1,Train
Betaine,Phenylacetic acid,323.15,1150.0,1,2,C[N+](C)(C)CC([O-])=O,OC(=O)Cc1ccccc1,Train
Betaine,Phenylacetic acid,333.15,1130.0,1,2,C[N+](C)(C)CC([O-])=O,OC(=O)Cc1ccccc1,Test
Betaine,Phenylacetic acid,348.15,1120.0,1,2,C[N+](C)(C)CC([O-])=O,OC(=O)Cc1ccccc1,Train
Betaine,Phenylacetic acid,363.15,1110.0,1,2,C[N+](C)(C)CC([O-])=O,OC(=O)Cc1ccccc1,Test
