HBA,HBD,T(K),Density (kg/m3),rate_HBA,rate_HBD,HBA_SMILES,HBD_SMILES,Split
Acetyl choline chloride,"1,2,4-triazole",303.15,1129.3,1,1,[Cl-].CC(=O)OCC[N+](C)(C)C,[nH]1cncn1,Train
Acetyl choline chloride,"1,2,4-triazole",313.15,1124.9,1,1,[Cl-].CC(=O)OCC[N+](C)(C)C,[nH]1cncn1,Test
Acetyl choline chloride,"1,2,4-triazole",323.15,1119.3,1,1,[Cl-].CC(=O)OCC[N+](C)(C)C,[nH]1cncn1,Train
Acetyl choline chloride,"1,2,4-triazole",333.15,1113.3,1,1,[Cl-].CC(=O)OCC[N+](C)(C)C,[nH]1cncn1,Train
Acetyl choline chloride,"1,2,4-triazole",343.15,1108.1000000000001,1,1,[Cl-].CC(=O)OCC[N+](C)(C)C,[nH]1cncn1,Train
Acetyl choline chloride,"1,2,4-triazole",353.15,1103.6999999999998,1,1,[Cl-].CC(=O)OCC[N+](C)(C)C,[nH]1cncn1,Train
Acetyl choline chloride,"1,2,4-triazole",363.15,1100.2,1,1,[Cl-].CC(=O)OCC[N+](C)(C)C,[nH]1cncn1,Train
Acetyl choline chloride,D-Fructose,293.15,1266.0,1,1,[Cl-].CC(=O)OCC[N+](C)(C)C,OC[C@@H](O)[C@@H](O)[C@H](O)C(=O)CO,Test
Acetyl choline chloride,D-Fructose,298.15,1263.0,1,1,[Cl-].CC(=O)OCC[N+](C)(C)C,OC[C@@H](O)[C@@H](O)[C@H](O)C(=O)CO,Train
Acetyl choline chloride,D-Fructose,303.15,1260.0,1,1,[Cl-].CC(=O)OCC[N+](C)(C)C,OC[C@@H](O)[C@@H](O)[C@H](O)C(=O)CO,Train
Acetyl choline chloride,D-Fructose,308.15,1257.0,1,1,[Cl-].CC(=O)OCC[N+](C)(C)C,OC[C@@H](O)[C@@H](O)[C@H](O)C(=O)CO,Train
Acetyl choline chloride,D-Fructose,313.15,1254.0,1,1,[Cl-].CC(=O)OCC[N+](C)(C)C,OC[C@@H](O)[C@@H](O)[C@H](O)C(=O)CO,Test
Acetyl choline chloride,D-Fructose,318.15,1250.0,1,1,[Cl-].CC(=O)OCC[N+](C)(C)C,OC[C@@H](O)[C@@H](O)[C@H](O)C(=O)CO,Test
Acetyl choline chloride,D-Fructose,323.15,1247.0,1,1,[Cl-].CC(=O)OCC[N+](C)(C)C,OC[C@@H](O)[C@@H](O)[C@H](O)C(=O)CO,Train
Acetyl choline chloride,D-Fructose,328.15,1244.0,1,1,[Cl-].CC(=O)OCC[N+](C)(C)C,OC[C@@H](O)[C@@H](O)[C@H](O)C(=O)CO,Train
Acetyl choline chloride,D-Fructose,333.15,1240.0,1,1,[Cl-].CC(=O)OCC[N+](C)(C)C,OC[C@@H](O)[C@@H](O)[C@H](O)C(=O)CO,Train
Acetyl choline chloride,D-Fructose,338.15,1237.0,1,1,[Cl-].CC(=O)OCC[N+](C)(C)C,OC[C@@H](O)[C@@H](O)[C@H](O)C(=O)CO,Train
Acetyl choline chloride,D-Fructose,343.15,1233.0,1,1,[Cl-].CC(=O)OCC[N+](C)(C)C,OC[C@@H](O)[C@@H](O)[C@H](O)C(=O)CO,Train
Acetyl choline chloride,D-Fructose,348.15,1229.0,1,1,[Cl-].CC(=O)OCC[N+](C)(C)C,OC[C@@H](O)[C@@H](O)[C@H](O)C(=O)CO,Train
Acetyl choline chloride,D-Fructose,353.15,1226.0,1,1,[Cl-].CC(=O)OCC[N+](C)(C)C,OC[C@@H](O)[C@@H](O)[C@H](O)C(=O)CO,Train
Acetyl choline chloride,D-Glucose,293.15,1266.0,1,1,[Cl-].CC(=O)OCC[N+](C)(C)C,OC[C@@H](O)[C@@H](O)[C@H](O)[C@@H](O)C=O,Train
Acetyl choline chloride,D-Glucose,298.15,1263.0,1,1,[Cl-].CC(=O)OCC[N+](C)(C)C,OC[C@@H](O)[C@@H](O)[C@H](O)[C@@H](O)C=O,Train
Acetyl choline chloride,D-Glucose,303.15,1260.0,1,1,[Cl-].CC(=O)OCC[N+](C)(C)C,OC[C@@H](O)[C@@H](O)[C@H](O)[C@@H](O)C=O,Train
Acetyl choline chloride,D-Glucose,308.15,1257.0,1,1,[Cl-].CC(=O)OCC[N+](C)(C)C,OC[C@@H](O)[C@@H](O)[C@H](O)[C@@H](O)C=O,Train
Acetyl choline chloride,D-Glucose,313.15,1253.0,1,1,[Cl-].CC(=O)OCC[N+](C)(C)C,OC[C@@H](O)[C@@H](O)[C@H](O)[C@@H](O)C=O,Train
Acetyl choline chloride,D-Glucose,318.15,1250.0,1,1,[Cl-].CC(=O)OCC[N+](C)(C)C,OC[C@@H](O)[C@@H](O)[C@H](O)[C@@H](O)C=O,Train
Acetyl choline chloride,D-Glucose,323.15,1247.0,1,1,[Cl-].CC(=O)OCC[N+](C)(C)C,OC[C@@H](O)[C@@H](O)[C@H](O)[C@@H](O)C=O,Train
Acetyl choline chloride,D-Glucose,328.15,1244.0,1,1,[Cl-].CC(=O)OCC[N+](C)(C)C,OC[C@@H](O)[C@@H](O)[C@H](O)[C@@H](O)C=O,Train
Acetyl choline chloride,D-Glucose,333.15,1241.0,1,1,[Cl-].CC(=O)OCC[N+](C)(C)C,OC[C@@H](O)[C@@H](O)[C@H](O)[C@@H](O)C=O,Train
Acetyl choline chloride,D-Glucose,338.15,1238.0,1,1,[Cl-].CC(=O)OCC[N+](C)(C)C,OC[C@@H](O)[C@@H](O)[C@H](O)[C@@H](O)C=O,Train
Acetyl choline chloride,D-Glucose,343.15,1235.0,1,1,[Cl-].CC(=O)OCC[N+](C)(C)C,OC[C@@H](O)[C@@H](O)[C@H](O)[C@@H](O)C=O,Train
Acetyl choline chloride,D-Glucose,348.15,1232.0,1,1,[Cl-].CC(=O)OCC[N+](C)(C)C,OC[C@@H](O)[C@@H](O)[C@H](O)[C@@H](O)C=O,Train
Acetyl choline chloride,D-Glucose,353.15,1229.0,1,1,[Cl-].CC(=O)OCC[N+](C)(C)C,OC[C@@H](O)[C@@H](O)[C@H](O)[C@@H](O)C=O,Train
Acetyl choline chloride,D-Mannose,293.15,1275.0,1,1,[Cl-].CC(=O)OCC[N+](C)(C)C,OC[C@@H](O)[C@@H](O)[C@H](O)[C@H](O)C=O,Test
Acetyl choline chloride,D-Mannose,298.15,1272.0,1,1,[Cl-].CC(=O)OCC[N+](C)(C)C,OC[C@@H](O)[C@@H](O)[C@H](O)[C@H](O)C=O,Test
Acetyl choline chloride,D-Mannose,303.15,1269.0,1,1,[Cl-].CC(=O)OCC[N+](C)(C)C,OC[C@@H](O)[C@@H](O)[C@H](O)[C@H](O)C=O,Test
Acetyl choline chloride,D-Mannose,308.15,1266.0,1,1,[Cl-].CC(=O)OCC[N+](C)(C)C,OC[C@@H](O)[C@@H](O)[C@H](O)[C@H](O)C=O,Train
Acetyl choline chloride,D-Mannose,313.15,1262.0,1,1,[Cl-].CC(=O)OCC[N+](C)(C)C,OC[C@@H](O)[C@@H](O)[C@H](O)[C@H](O)C=O,Train
Acetyl choline chloride,D-Mannose,318.15,1259.0,1,1,[Cl-].CC(=O)OCC[N+](C)(C)C,OC[C@@H](O)[C@@H](O)[C@H](O)[C@H](O)C=O,Train
Acetyl choline chloride,D-Mannose,323.15,1256.0,1,1,[Cl-].CC(=O)OCC[N+](C)(C)C,OC[C@@H](O)[C@@H](O)[C@H](O)[C@H](O)C=O,Train
Acetyl choline chloride,D-Mannose,328.15,1253.0,1,1,[Cl-].CC(=O)OCC[N+](C)(C)C,OC[C@@H](O)[C@@H](O)[C@H](O)[C@H](O)C=O,Train
Acetyl choline chloride,D-Mannose,333.15,1250.0,1,1,[Cl-].CC(=O)OCC[N+](C)(C)C,OC[C@@H](O)[C@@H](O)[C@H](O)[C@H](O)C=O,Train
Acetyl choline chloride,D-Mannose,338.15,1247.0,1,1,[Cl-].CC(=O)OCC[N+](C)(C)C,OC[C@@H](O)[C@@H](O)[C@H](O)[C@H](O)C=O,Train
Acetyl choline chloride,D-Mannose,343.15,1244.0,1,1,[Cl-].CC(=O)OCC[N+](C)(C)C,OC[C@@H](O)[C@@H](O)[C@H](O)[C@H](O)C=O,Test
Acetyl choline chloride,D-Mannose,348.15,1241.0,1,1,[Cl-].CC(=O)OCC[N+](C)(C)C,OC[C@@H](O)[C@@H](O)[C@H](O)[C@H](O)C=O,Train
Acetyl choline chloride,D-Mannose,353.15,1238.0,1,1,[Cl-].CC(=O)OCC[N+](C)(C)C,OC[C@@H](O)[C@@H](O)[C@H](O)[C@H](O)C=O,Train
Acetyl choline chloride,D-Ribose,293.15,1258.0,1,1,[Cl-].CC(=O)OCC[N+](C)(C)C,OC[C@@H](O)[C@@H](O)[C@@H](O)C=O,Train
Acetyl choline chloride,D-Ribose,298.15,1255.0,1,1,[Cl-].CC(=O)OCC[N+](C)(C)C,OC[C@@H](O)[C@@H](O)[C@@H](O)C=O,Train
Acetyl choline chloride,D-Ribose,303.15,1252.0,1,1,[Cl-].CC(=O)OCC[N+](C)(C)C,OC[C@@H](O)[C@@H](O)[C@@H](O)C=O,Train
Acetyl choline chloride,D-Ribose,308.15,1249.0,1,1,[Cl-].CC(=O)OCC[N+](C)(C)C,OC[C@@H](O)[C@@H](O)[C@@H](O)C=O,Train
Acetyl choline chloride,D-Ribose,313.15,1245.0,1,1,[Cl-].CC(=O)OCC[N+](C)(C)C,OC[C@@H](O)[C@@H](O)[C@@H](O)C=O,Test
Acetyl choline chloride,D-Ribose,318.15,1242.0,1,1,[Cl-].CC(=O)OCC[N+](C)(C)C,OC[C@@H](O)[C@@H](O)[C@@H](O)C=O,Train
Acetyl choline chloride,D-Ribose,323.15,1239.0,1,1,[Cl-].CC(=O)OCC[N+](C)(C)C,OC[C@@H](O)[C@@H](O)[C@@H](O)C=O,Test
Acetyl choline chloride,D-Ribose,328.15,1235.0,1,1,[Cl-].CC(=O)OCC[N+](C)(C)C,OC[C@@H](O)[C@@H](O)[C@@H](O)C=O,Test
Acetyl choline chloride,D-Ribose,333.15,1232.0,1,1,[Cl-].CC(=O)OCC[N+](C)(C)C,OC[C@@H](O)[C@@H](O)[C@@H](O)C=O,Train
Acetyl choline chloride,D-Ribose,338.15,1229.0,1,1,[Cl-].CC(=O)OCC[N+](C)(C)C,OC[C@@H](O)[C@@H](O)[C@@H](O)C=O,Test
Acetyl choline chloride,D-Ribose,343.15,1226.0,1,1,[Cl-].CC(=O)OCC[N+](C)(C)C,OC[C@@H](O)[C@@H](O)[C@@H](O)C=O,Train
Acetyl choline chloride,D-Ribose,348.15,1223.0,1,1,[Cl-].CC(=O)OCC[N+](C)(C)C,OC[C@@H](O)[C@@H](O)[C@@H](O)C=O,Train
Acetyl choline chloride,D-Ribose,353.15,1219.0,1,1,[Cl-].CC(=O)OCC[N+](C)(C)C,OC[C@@H](O)[C@@H](O)[C@@H](O)C=O,Train
Acetyl choline chloride,D-Xylose,293.15,1257.0,1,1,[Cl-].CC(=O)OCC[N+](C)(C)C,OC[C@@H](O)[C@H](O)[C@@H](O)C=O,Train
Acetyl choline chloride,D-Xylose,298.15,1254.0,1,1,[Cl-].CC(=O)OCC[N+](C)(C)C,OC[C@@H](O)[C@H](O)[C@@H](O)C=O,Train
Acetyl choline chloride,D-Xylose,303.15,1251.0,1,1,[Cl-].CC(=O)OCC[N+](C)(C)C,OC[C@@H](O)[C@H](O)[C@@H](O)C=O,Train
Acetyl choline chloride,D-Xylose,308.15,1248.0,1,1,[Cl-].CC(=O)OCC[N+](C)(C)C,OC[C@@H](O)[C@H](O)[C@@H](O)C=O,Test
Acetyl choline chloride,D-Xylose,313.15,1245.0,1,1,[Cl-].CC(=O)OCC[N+](C)(C)C,OC[C@@H](O)[C@H](O)[C@@H](O)C=O,Train
Acetyl choline chloride,D-Xylose,318.15,1241.0,1,1,[Cl-].CC(=O)OCC[N+](C)(C)C,OC[C@@H](O)[C@H](O)[C@@H](O)C=O,Train
Acetyl choline chloride,D-Xylose,323.15,1238.0,1,1,[Cl-].CC(=O)OCC[N+](C)(C)C,OC[C@@H](O)[C@H](O)[C@@H](O)C=O,Train
Acetyl choline chloride,D-Xylose,328.15,1235.0,1,1,[Cl-].CC(=O)OCC[N+](C)(C)C,OC[C@@H](O)[C@H](O)[C@@H](O)C=O,Train
Acetyl choline chloride,D-Xylose,333.15,1232.0,1,1,[Cl-].CC(=O)OCC[N+](C)(C)C,OC[C@@H](O)[C@H](O)[C@@H](O)C=O,Test
Acetyl choline chloride,D-Xylose,338.15,1229.0,1,1,[Cl-].CC(=O)OCC[N+](C)(C)C,OC[C@@H](O)[C@H](O)[C@@H](O)C=O,Train
Acetyl choline chloride,D-Xylose,343.15,1226.0,1,1,[Cl-].CC(=O)OCC[N+](C)(C)C,OC[C@@H](O)[C@H](O)[C@@H](O)C=O,Test
Acetyl choline chloride,D-Xylose,348.15,1223.0,1,1,[Cl-].CC(=O)OCC[N+](C)(C)C,OC[C@@H](O)[C@H](O)[C@@H](O)C=O,Train
Acetyl choline chloride,D-Xylose,353.15,1220.0,1,1,[Cl-].CC(=O)OCC[N+](C)(C)C,OC[C@@H](O)[C@H](O)[C@@H](O)C=O,Train
Acetyl choline chloride,Guaiacol,293.15,1149.6,1,3,[Cl-].CC(=O)OCC[N+](C)(C)C,COc1ccccc1O,Train
Acetyl choline chloride,Guaiacol,303.15,1146.1,1,3,[Cl-].CC(=O)OCC[N+](C)(C)C,COc1ccccc1O,Test
Acetyl choline chloride,Guaiacol,313.15,1139.8,1,3,[Cl-].CC(=O)OCC[N+](C)(C)C,COc1ccccc1O,Train
Acetyl choline chloride,Guaiacol,323.15,1133.8,1,3,[Cl-].CC(=O)OCC[N+](C)(C)C,COc1ccccc1O,Train
Acetyl choline chloride,Guaiacol,293.15,1149.3,1,4,[Cl-].CC(=O)OCC[N+](C)(C)C,COc1ccccc1O,Train
Acetyl choline chloride,Guaiacol,303.15,1144.8,1,4,[Cl-].CC(=O)OCC[N+](C)(C)C,COc1ccccc1O,Train
Acetyl choline chloride,Guaiacol,313.15,1138.1,1,4,[Cl-].CC(=O)OCC[N+](C)(C)C,COc1ccccc1O,Train
Acetyl choline chloride,Guaiacol,323.15,1131.6999999999998,1,4,[Cl-].CC(=O)OCC[N+](C)(C)C,COc1ccccc1O,Train
Acetyl choline chloride,Guaiacol,293.15,1152.7,1,5,[Cl-].CC(=O)OCC[N+](C)(C)C,COc1ccccc1O,Test
Acetyl choline chloride,Guaiacol,303.15,1148.1,1,5,[Cl-].CC(=O)OCC[N+](C)(C)C,COc1ccccc1O,Train
Acetyl choline chloride,Guaiacol,313.15,1142.5,1,5,[Cl-].CC(=O)OCC[N+](C)(C)C,COc1ccccc1O,Train
Acetyl choline chloride,Guaiacol,323.15,1135.1,1,5,[Cl-].CC(=O)OCC[N+](C)(C)C,COc1ccccc1O,Train
Acetyl choline chloride,Imidazole,303.15,1125.6,1,1.5,[Cl-].CC(=O)OCC[N+](C)(C)C,[nH]1ccnc1,Train
Acetyl choline chloride,Imidazole,313.15,1120.0,1,1.5,[Cl-].CC(=O)OCC[N+](C)(C)C,[nH]1ccnc1,Train
Acetyl choline chloride,Imidazole,323.15,1115.3999999999999,1,1.5,[Cl-].CC(=O)OCC[N+](C)(C)C,[nH]1ccnc1,Train
Acetyl choline chloride,Imidazole,333.15,1109.2,1,1.5,[Cl-].CC(=O)OCC[N+](C)(C)C,[nH]1ccnc1,Train
Acetyl choline chloride,Imidazole,343.15,1105.2,1,1.5,[Cl-].CC(=O)OCC[N+](C)(C)C,[nH]1ccnc1,Test
Acetyl choline chloride,Imidazole,353.15,1100.0,1,1.5,[Cl-].CC(=O)OCC[N+](C)(C)C,[nH]1ccnc1,Train
Acetyl choline chloride,Imidazole,363.15,1095.5,1,1.5,[Cl-].CC(=O)OCC[N+](C)(C)C,[nH]1ccnc1,Train
Acetyl choline chloride,Imidazole,303.15,1120.6000000000001,1,2,[Cl-].CC(=O)OCC[N+](C)(C)C,[nH]1ccnc1,Train
Acetyl choline chloride,Imidazole,313.15,1114.1000000000001,1,2,[Cl-].CC(=O)OCC[N+](C)(C)C,[nH]1ccnc1,Train
Acetyl choline chloride,Imidazole,323.15,1109.2,1,2,[Cl-].CC(=O)OCC[N+](C)(C)C,[nH]1ccnc1,Train
Acetyl choline chloride,Imidazole,333.15,1102.6000000000001,1,2,[Cl-].CC(=O)OCC[N+](C)(C)C,[nH]1ccnc1,Train
Acetyl choline chloride,Imidazole,343.15,1098.7,1,2,[Cl-].CC(=O)OCC[N+](C)(C)C,[nH]1ccnc1,Train
Acetyl choline chloride,Imidazole,353.15,1093.5,1,2,[Cl-].CC(=O)OCC[N+](C)(C)C,[nH]1ccnc1,Train
Acetyl choline chloride,Imidazole,363.15,1089.5,1,2,[Cl-].CC(=O)OCC[N+](C)(C)C,[nH]1ccnc1,Train
Acetyl choline chloride,Imidazole,303.15,1155.7,1,3,[Cl-].CC(=O)OCC[N+](C)(C)C,[nH]1ccnc1,Train
Acetyl choline chloride,Imidazole,313.15,1151.7,1,3,[Cl-].CC(=O)OCC[N+](C)(C)C,[nH]1ccnc1,Train
Acetyl choline chloride,Imidazole,323.15,1145.6,1,3,[Cl-].CC(=O)OCC[N+](C)(C)C,[nH]1ccnc1,Train
Acetyl choline chloride,Imidazole,333.15,1142.1,1,3,[Cl-].CC(=O)OCC[N+](C)(C)C,[nH]1ccnc1,Train
Acetyl choline chloride,Imidazole,343.15,1138.4,1,3,[Cl-].CC(=O)OCC[N+](C)(C)C,[nH]1ccnc1,Train
Acetyl choline chloride,Imidazole,353.15,1132.6000000000001,1,3,[Cl-].CC(=O)OCC[N+](C)(C)C,[nH]1ccnc1,Train
Acetyl choline chloride,Imidazole,363.15,1128.5,1,3,[Cl-].CC(=O)OCC[N+](C)(C)C,[nH]1ccnc1,Test
Acetyl choline chloride,Levulinic acid,293.15,1144.4,1,1,[Cl-].CC(=O)OCC[N+](C)(C)C,CC(=O)CCC(O)=O,Train
Acetyl choline chloride,Levulinic acid,298.15,1140.6000000000001,1,1,[Cl-].CC(=O)OCC[N+](C)(C)C,CC(=O)CCC(O)=O,Train
Acetyl choline chloride,Levulinic acid,303.15,1136.9,1,1,[Cl-].CC(=O)OCC[N+](C)(C)C,CC(=O)CCC(O)=O,Train
Acetyl choline chloride,Levulinic acid,308.15,1133.0,1,1,[Cl-].CC(=O)OCC[N+](C)(C)C,CC(=O)CCC(O)=O,Train
Acetyl choline chloride,Levulinic acid,313.15,1129.3999999999999,1,1,[Cl-].CC(=O)OCC[N+](C)(C)C,CC(=O)CCC(O)=O,Train
Acetyl choline chloride,Levulinic acid,318.15,1125.6,1,1,[Cl-].CC(=O)OCC[N+](C)(C)C,CC(=O)CCC(O)=O,Train
Acetyl choline chloride,Levulinic acid,323.15,1121.8,1,1,[Cl-].CC(=O)OCC[N+](C)(C)C,CC(=O)CCC(O)=O,Train
Acetyl choline chloride,Levulinic acid,328.15,1117.8999999999999,1,1,[Cl-].CC(=O)OCC[N+](C)(C)C,CC(=O)CCC(O)=O,Test
Acetyl choline chloride,Levulinic acid,333.15,1114.4,1,1,[Cl-].CC(=O)OCC[N+](C)(C)C,CC(=O)CCC(O)=O,Test
Acetyl choline chloride,Levulinic acid,338.15,1110.7,1,1,[Cl-].CC(=O)OCC[N+](C)(C)C,CC(=O)CCC(O)=O,Train
Acetyl choline chloride,Levulinic acid,343.15,1106.9,1,1,[Cl-].CC(=O)OCC[N+](C)(C)C,CC(=O)CCC(O)=O,Test
Acetyl choline chloride,Levulinic acid,303.15,1136.9,1,3,[Cl-].CC(=O)OCC[N+](C)(C)C,CC(=O)CCC(O)=O,Test
Acetyl choline chloride,Levulinic acid,313.15,1129.3999999999999,1,3,[Cl-].CC(=O)OCC[N+](C)(C)C,CC(=O)CCC(O)=O,Train
Acetyl choline chloride,Levulinic acid,323.15,1121.8,1,3,[Cl-].CC(=O)OCC[N+](C)(C)C,CC(=O)CCC(O)=O,Test
Acetyl choline chloride,Levulinic acid,333.15,1114.4,1,3,[Cl-].CC(=O)OCC[N+](C)(C)C,CC(=O)CCC(O)=O,Train
Allyl triphenylphosphonium bromide,Diethylene glycol,293.15,1201.1000000000001,1,4,[Br-].C=CC[P+](c1ccccc1)(c2ccccc2)c3ccccc3,OCCOCCO,Test
Allyl triphenylphosphonium bromide,Diethylene glycol,298.15,1197.5,1,4,[Br-].C=CC[P+](c1ccccc1)(c2ccccc2)c3ccccc3,OCCOCCO,Test
Allyl triphenylphosphonium bromide,Diethylene glycol,303.15,1193.8,1,4,[Br-].C=CC[P+](c1ccccc1)(c2ccccc2)c3ccccc3,OCCOCCO,Train
Allyl triphenylphosphonium bromide,Diethylene glycol,308.15,1190.1,1,4,[Br-].C=CC[P+](c1ccccc1)(c2ccccc2)c3ccccc3,OCCOCCO,Train
Allyl triphenylphosphonium bromide,Diethylene glycol,313.15,1186.3999999999999,1,4,[Br-].C=CC[P+](c1ccccc1)(c2ccccc2)c3ccccc3,OCCOCCO,Train
Allyl triphenylphosphonium bromide,Diethylene glycol,318.15,1182.7,1,4,[Br-].C=CC[P+](c1ccccc1)(c2ccccc2)c3ccccc3,OCCOCCO,Train
Allyl triphenylphosphonium bromide,Diethylene glycol,323.15,1179.0,1,4,[Br-].C=CC[P+](c1ccccc1)(c2ccccc2)c3ccccc3,OCCOCCO,Test
Allyl triphenylphosphonium bromide,Diethylene glycol,328.15,1175.4,1,4,[Br-].C=CC[P+](c1ccccc1)(c2ccccc2)c3ccccc3,OCCOCCO,Test
Allyl triphenylphosphonium bromide,Diethylene glycol,333.15,1171.7,1,4,[Br-].C=CC[P+](c1ccccc1)(c2ccccc2)c3ccccc3,OCCOCCO,Train
Allyl triphenylphosphonium bromide,Diethylene glycol,338.15,1167.8999999999999,1,4,[Br-].C=CC[P+](c1ccccc1)(c2ccccc2)c3ccccc3,OCCOCCO,Train
Allyl triphenylphosphonium bromide,Diethylene glycol,343.15,1164.1999999999998,1,4,[Br-].C=CC[P+](c1ccccc1)(c2ccccc2)c3ccccc3,OCCOCCO,Train
Allyl triphenylphosphonium bromide,Diethylene glycol,293.15,1159.8999999999999,1,10,[Br-].C=CC[P+](c1ccccc1)(c2ccccc2)c3ccccc3,OCCOCCO,Train
Allyl triphenylphosphonium bromide,Diethylene glycol,298.15,1156.3000000000002,1,10,[Br-].C=CC[P+](c1ccccc1)(c2ccccc2)c3ccccc3,OCCOCCO,Train
Allyl triphenylphosphonium bromide,Diethylene glycol,303.15,1152.6000000000001,1,10,[Br-].C=CC[P+](c1ccccc1)(c2ccccc2)c3ccccc3,OCCOCCO,Train
Allyl triphenylphosphonium bromide,Diethylene glycol,308.15,1149.0,1,10,[Br-].C=CC[P+](c1ccccc1)(c2ccccc2)c3ccccc3,OCCOCCO,Test
Allyl triphenylphosphonium bromide,Diethylene glycol,313.15,1145.3,1,10,[Br-].C=CC[P+](c1ccccc1)(c2ccccc2)c3ccccc3,OCCOCCO,Train
Allyl triphenylphosphonium bromide,Diethylene glycol,318.15,1141.7,1,10,[Br-].C=CC[P+](c1ccccc1)(c2ccccc2)c3ccccc3,OCCOCCO,Train
Allyl triphenylphosphonium bromide,Diethylene glycol,323.15,1138.0,1,10,[Br-].C=CC[P+](c1ccccc1)(c2ccccc2)c3ccccc3,OCCOCCO,Train
Allyl triphenylphosphonium bromide,Diethylene glycol,328.15,1134.4,1,10,[Br-].C=CC[P+](c1ccccc1)(c2ccccc2)c3ccccc3,OCCOCCO,Train
Allyl triphenylphosphonium bromide,Diethylene glycol,333.15,1130.7,1,10,[Br-].C=CC[P+](c1ccccc1)(c2ccccc2)c3ccccc3,OCCOCCO,Test
Allyl triphenylphosphonium bromide,Diethylene glycol,338.15,1127.0,1,10,[Br-].C=CC[P+](c1ccccc1)(c2ccccc2)c3ccccc3,OCCOCCO,Test
Allyl triphenylphosphonium bromide,Diethylene glycol,343.15,1123.3,1,10,[Br-].C=CC[P+](c1ccccc1)(c2ccccc2)c3ccccc3,OCCOCCO,Train
Allyl triphenylphosphonium bromide,Diethylene glycol,293.15,1146.3000000000002,1,16,[Br-].C=CC[P+](c1ccccc1)(c2ccccc2)c3ccccc3,OCCOCCO,Train
Allyl triphenylphosphonium bromide,Diethylene glycol,298.15,1142.7,1,16,[Br-].C=CC[P+](c1ccccc1)(c2ccccc2)c3ccccc3,OCCOCCO,Train
Allyl triphenylphosphonium bromide,Diethylene glycol,303.15,1139.1,1,16,[Br-].C=CC[P+](c1ccccc1)(c2ccccc2)c3ccccc3,OCCOCCO,Train
Allyl triphenylphosphonium bromide,Diethylene glycol,308.15,1135.5,1,16,[Br-].C=CC[P+](c1ccccc1)(c2ccccc2)c3ccccc3,OCCOCCO,Train
Allyl triphenylphosphonium bromide,Diethylene glycol,313.15,1131.8999999999999,1,16,[Br-].C=CC[P+](c1ccccc1)(c2ccccc2)c3ccccc3,OCCOCCO,Train
Allyl triphenylphosphonium bromide,Diethylene glycol,318.15,1128.2,1,16,[Br-].C=CC[P+](c1ccccc1)(c2ccccc2)c3ccccc3,OCCOCCO,Train
Allyl triphenylphosphonium bromide,Diethylene glycol,323.15,1124.6000000000001,1,16,[Br-].C=CC[P+](c1ccccc1)(c2ccccc2)c3ccccc3,OCCOCCO,Train
Allyl triphenylphosphonium bromide,Diethylene glycol,328.15,1121.0,1,16,[Br-].C=CC[P+](c1ccccc1)(c2ccccc2)c3ccccc3,OCCOCCO,Train
Allyl triphenylphosphonium bromide,Diethylene glycol,333.15,1117.3,1,16,[Br-].C=CC[P+](c1ccccc1)(c2ccccc2)c3ccccc3,OCCOCCO,Test
Allyl triphenylphosphonium bromide,Diethylene glycol,338.15,1113.6,1,16,[Br-].C=CC[P+](c1ccccc1)(c2ccccc2)c3ccccc3,OCCOCCO,Train
Allyl triphenylphosphonium bromide,Diethylene glycol,343.15,1109.9,1,16,[Br-].C=CC[P+](c1ccccc1)(c2ccccc2)c3ccccc3,OCCOCCO,Train
Allyl triphenylphosphonium bromide,Triethylene glycol,293.15,1190.8000000000002,1,4,[Br-].C=CC[P+](c1ccccc1)(c2ccccc2)c3ccccc3,OCCOCCOCCO,Train
Allyl triphenylphosphonium bromide,Triethylene glycol,298.15,1187.1000000000001,1,4,[Br-].C=CC[P+](c1ccccc1)(c2ccccc2)c3ccccc3,OCCOCCOCCO,Test
Allyl triphenylphosphonium bromide,Triethylene glycol,303.15,1183.4,1,4,[Br-].C=CC[P+](c1ccccc1)(c2ccccc2)c3ccccc3,OCCOCCOCCO,Train
Allyl triphenylphosphonium bromide,Triethylene glycol,308.15,1179.7,1,4,[Br-].C=CC[P+](c1ccccc1)(c2ccccc2)c3ccccc3,OCCOCCOCCO,Train
Allyl triphenylphosphonium bromide,Triethylene glycol,313.15,1176.1,1,4,[Br-].C=CC[P+](c1ccccc1)(c2ccccc2)c3ccccc3,OCCOCCOCCO,Train
Allyl triphenylphosphonium bromide,Triethylene glycol,318.15,1172.4,1,4,[Br-].C=CC[P+](c1ccccc1)(c2ccccc2)c3ccccc3,OCCOCCOCCO,Train
Allyl triphenylphosphonium bromide,Triethylene glycol,323.15,1168.7,1,4,[Br-].C=CC[P+](c1ccccc1)(c2ccccc2)c3ccccc3,OCCOCCOCCO,Train
Allyl triphenylphosphonium bromide,Triethylene glycol,328.15,1165.0,1,4,[Br-].C=CC[P+](c1ccccc1)(c2ccccc2)c3ccccc3,OCCOCCOCCO,Train
Allyl triphenylphosphonium bromide,Triethylene glycol,333.15,1161.3,1,4,[Br-].C=CC[P+](c1ccccc1)(c2ccccc2)c3ccccc3,OCCOCCOCCO,Train
Allyl triphenylphosphonium bromide,Triethylene glycol,338.15,1157.6,1,4,[Br-].C=CC[P+](c1ccccc1)(c2ccccc2)c3ccccc3,OCCOCCOCCO,Train
